date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:17:48	37182/37182	---M--	200	added ('OK')	image/png	etag:W/%22913e-1633c107e80%22	https://www.parsehub.com/blog/content/images/2016/06/parsehub_download.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2016/06/parsehub_download.png	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:17:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202019%2002:17:48%20GMT	https://www.parsehub.com/blog/blog/blog/content/images/2016/06/kimono_download.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/blog/blog/content/images/2016/06/kimono_download.png	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:17:49	1931/1931	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2278b-GcfyHUb9Ej14QEXalX6OGA%22	https://www.parsehub.com/blog/blog/blog/content/images/2016/06/kimono_download.png/	D:/Work/Stella/temp/2/www.parsehub.com/blog/blog/blog/content/images/2016/06/kimono_download.png/index.html	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:17:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202019%2002:17:48%20GMT	https://www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_one.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_one.png	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:17:49	1931/1931	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2278b-GcfyHUb9Ej14QEXalX6OGA%22	https://www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_one.png/	D:/Work/Stella/temp/2/www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_one.png/index.html	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:17:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Mar%202019%2002:17:49%20GMT	https://www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_two.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_two.png	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:18:01	94993/94993	---M--	200	added ('OK')	application/javascript	etag:%224cf9f34505e9344b9a7e4d00e67b6c88%22	http://platform.twitter.com/widgets.js	D:/Work/Stella/temp/2/platform.twitter.com/widgets.js	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:18:04	1931/1931	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2278b-GcfyHUb9Ej14QEXalX6OGA%22	https://www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_two.png/	D:/Work/Stella/temp/2/www.parsehub.com/blog/blog/blog/content/images/2016/06/parsehub_compared_to_kimono_two.png/index.html	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:18:05	23221/23221	---MCZ	200	added ('OK')	text/html	etag:W/%225ab5-JB3Yf2WlfAsnCIetyGrHIg%22	https://www.parsehub.com/blog/power-your-sports-stats-with-web-scraping/	D:/Work/Stella/temp/2/www.parsehub.com/blog/power-your-sports-stats-with-web-scraping/index.html	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:18:07	26532/26532	---MCZ	200	added ('OK')	text/html	etag:W/%2267a4-En8RlLOBKdncB/v8lf6V9Q%22	https://www.parsehub.com/blog/kimono-alternative-for-web-scraping-parsehub/	D:/Work/Stella/temp/2/www.parsehub.com/blog/kimono-alternative-for-web-scraping-parsehub/index.html	(from https://www.parsehub.com/blog/use-tableau-to-visualize-data-scraped-by-parsehub/)
05:18:17	43286232/43286232	---M--	200	added ('OK')	application/octet-stream	etag:%225c86ad16-2947ed8%22	https://www.parsehub.com/static/client/parsehub-setup.exe	D:/Work/Stella/temp/2/www.parsehub.com/static/client/parsehub-setup.exe	(from https://www.parsehub.com/quickstart)
05:18:48	57343552/57343552	---M--	200	added ('OK')	application/octet-stream	etag:%225c86ad18-36afe40%22	https://www.parsehub.com/static/client/parsehub.dmg	D:/Work/Stella/temp/2/www.parsehub.com/static/client/parsehub.dmg	(from https://www.parsehub.com/quickstart)
05:19:13	60238551/60238551	---M--	200	added ('OK')	application/octet-stream	etag:%225c86ad19-3972ad7%22	https://www.parsehub.com/static/client/parsehub.tar.gz	D:/Work/Stella/temp/2/www.parsehub.com/static/client/parsehub.tar.gz	(from https://www.parsehub.com/quickstart)
05:19:14	2660/2660	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a64-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/casper-icons.eot?v=1	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/casper-icons3860.eot	(from https://www.parsehub.com/blog/assets/css/screen.css?v=7e189249f9)
05:19:15	2580/2580	---M--	200	added ('OK')	application/font-woff	etag:W/%22a14-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/casper-icons.woff?v=1	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/casper-icons3860.woff	(from https://www.parsehub.com/blog/assets/css/screen.css?v=7e189249f9)
05:19:15	2504/2504	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%229c8-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/casper-icons.ttf?v=1	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/casper-icons3860.ttf	(from https://www.parsehub.com/blog/assets/css/screen.css?v=7e189249f9)
05:19:15	6279/6279	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221887-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/casper-icons.svg?v=1	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/casper-icons3860.svg	(from https://www.parsehub.com/blog/assets/css/screen.css?v=7e189249f9)
05:19:15	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.eot	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.eot	(from https://www.parsehub.com/blog/assets/css/bootstrap.min.css?v=7e189249f9)
05:19:16	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.eot?	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.parsehub.com/blog/assets/css/bootstrap.min.css?v=7e189249f9)
05:19:16	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:W/%22466c-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.woff2	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.woff2	(from https://www.parsehub.com/blog/assets/css/bootstrap.min.css?v=7e189249f9)
05:19:16	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:W/%225b80-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.woff	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.woff	(from https://www.parsehub.com/blog/assets/css/bootstrap.min.css?v=7e189249f9)
05:19:16	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22b15c-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.ttf	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.ttf	(from https://www.parsehub.com/blog/assets/css/bootstrap.min.css?v=7e189249f9)
05:19:18	15826/15826	---MCZ	200	added ('OK')	text/html	etag:W/%223dd2-g3iprxkXnGCojdDPr6XkgQ%22	https://www.parsehub.com/blog/page/3/	D:/Work/Stella/temp/2/www.parsehub.com/blog/page/3/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:19	11136/11136	---MCZ	200	added ('OK')	text/html	etag:W/%222b80-iqVxmkSrEN/lPkbNHllAsA%22	https://www.parsehub.com/blog/tag/location-data/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/location-data/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:19	11086/11086	---MCZ	200	added ('OK')	text/html	etag:W/%222b4e-M2aOB5DnFSdRrLY1BBX2SQ%22	https://www.parsehub.com/blog/tag/map-data/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/map-data/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:19	29042/29042	---MCZ	200	added ('OK')	text/html	etag:W/%227172-m3AnyGVCXbqTRPcL62PqGw%22	https://www.parsehub.com/blog/toronto-restaurants-by-category-scrape-map-data-from-a-directory/	D:/Work/Stella/temp/2/www.parsehub.com/blog/toronto-restaurants-by-category-scrape-map-data-from-a-directory/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:20	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a8c2-1633c101508%22	https://www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.svg	D:/Work/Stella/temp/2/www.parsehub.com/blog/assets/fonts/glyphicons-halflings-regular.svg	(from https://www.parsehub.com/blog/assets/css/bootstrap.min.css?v=7e189249f9)
05:19:21	17678/17678	---MCZ	200	added ('OK')	text/html	etag:W/%22450e-wEdlIc4qU5ffcc9hj8E1cg%22	https://www.parsehub.com/blog/author/quentin-simms/	D:/Work/Stella/temp/2/www.parsehub.com/blog/author/quentin-simms/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:21	11292/11292	---MCZ	200	added ('OK')	text/html	etag:W/%222c1c-EJReiO4kKAv/3Miq5elYIw%22	https://www.parsehub.com/blog/tag/scrapy-alternative/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/scrapy-alternative/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:21	11302/11302	---MCZ	200	added ('OK')	text/html	etag:W/%222c26-2KH7Ztqoatds6QpXbVgrtA%22	https://www.parsehub.com/blog/tag/parsehub-comparison/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/parsehub-comparison/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:21	41013/41013	---MCZ	200	added ('OK')	text/html	etag:W/%22a035-XLvojpCBhlinVB3CLVTwBg%22	https://www.parsehub.com/blog/portia-vs-parsehub-comparison-which-alternative-is-the-best-option-for-web-scraping/	D:/Work/Stella/temp/2/www.parsehub.com/blog/portia-vs-parsehub-comparison-which-alternative-is-the-best-option-for-web-scraping/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:21	9620/9620	---MCZ	200	added ('OK')	text/html	etag:W/%222594-oITZtsvq5Kn9WoOnAEc4mQ%22	https://www.parsehub.com/blog/tag/scrapinghub/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/scrapinghub/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:21	9690/9690	---MCZ	200	added ('OK')	text/html	etag:W/%2225da-Otp5Pl+Am1gm5sa3hMLDzw%22	https://www.parsehub.com/blog/tag/portia-alternative/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/portia-alternative/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:21	22590/22590	---MCZ	200	added ('OK')	text/html	etag:W/%22583e-IG5wVBLcB5y60jYh7wSP4w%22	https://www.parsehub.com/blog/how-parsehub-is-helping-the-freedom-of-information-in-brazil-2/	D:/Work/Stella/temp/2/www.parsehub.com/blog/how-parsehub-is-helping-the-freedom-of-information-in-brazil-2/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:22	11032/11032	---MCZ	200	added ('OK')	text/html	etag:W/%222b18-W+cmnb5atlKwbEk1ntRy5g%22	https://www.parsehub.com/blog/author/tiago/	D:/Work/Stella/temp/2/www.parsehub.com/blog/author/tiago/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:22	151491/151491	---M--	200	added ('OK')	image/png	etag:W/%2224fc3-166c6aea028%22	https://www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-06-17.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-06-17.png	(from https://www.parsehub.com/blog/getting-started-in-cryptocurrency-investing/)
05:19:22	9581/9581	---MCZ	200	added ('OK')	text/html	etag:W/%22256d-tvWcyAUlclVSXF7iAnugtg%22	https://www.parsehub.com/blog/tag/nonprofit-organization/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/nonprofit-organization/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:22	94149/94149	---M--	200	added ('OK')	image/png	etag:W/%2216fc5-166c6aedea8%22	https://www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-14-48.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-14-48.png	(from https://www.parsehub.com/blog/getting-started-in-cryptocurrency-investing/)
05:19:22	200671/200671	---M--	200	added ('OK')	image/png	etag:W/%2230fdf-166c6af1940%22	https://www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-16-49.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-16-49.png	(from https://www.parsehub.com/blog/getting-started-in-cryptocurrency-investing/)
05:19:22	162598/162598	---M--	200	added ('OK')	image/png	etag:W/%2227b26-166c6af82b8%22	https://www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-30-33.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/2018-10-30_16-30-33.png	(from https://www.parsehub.com/blog/getting-started-in-cryptocurrency-investing/)
05:19:24	92220/92220	---M--	200	added ('OK')	image/png	etag:W/%221683c-166cb527de8%22	https://www.parsehub.com/blog/content/images/2018/10/cryptograph-2.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/cryptograph-2.png	(from https://www.parsehub.com/blog/getting-started-in-cryptocurrency-investing/)
05:19:24	9601/9601	---MCZ	200	added ('OK')	text/html	etag:W/%222581-jjWtfgpEmbkwCrQThyb7Xg%22	https://www.parsehub.com/blog/tag/investigative-journalism/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/investigative-journalism/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:24	9441/9441	---MCZ	200	added ('OK')	text/html	etag:W/%2224e1-vi/QFLPhpf4xy01BimkVKw%22	https://www.parsehub.com/blog/tag/use-case/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/use-case/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:25	25598/25598	---MCZ	200	added ('OK')	text/html	etag:W/%2263fe-04KqCnYP//Trl9LDOkoEzQ%22	https://www.parsehub.com/blog/making-my-own-music-festival-schedule-by-scraping-the-web-2/	D:/Work/Stella/temp/2/www.parsehub.com/blog/making-my-own-music-festival-schedule-by-scraping-the-web-2/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:25	14257/14257	---MCZ	200	added ('OK')	text/html	etag:W/%2237b1-PCecu/J2IiC6+6rXvSp+gQ%22	https://www.parsehub.com/blog/tag/python/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/python/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:25	9403/9403	---MCZ	200	added ('OK')	text/html	etag:W/%2224bb-3Oyz+pmgvFzZ1k3hdmS9HA%22	https://www.parsehub.com/blog/tag/music-festival/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/music-festival/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:27	20756/20756	---MCZ	200	added ('OK')	text/html	etag:W/%225114-qMeyRnl0eIxPZCHYWhGHVQ%22	https://www.parsehub.com/blog/parsehub-vs-scrapy-comparison-which-alternative-is-better-for-web-scraping/	D:/Work/Stella/temp/2/www.parsehub.com/blog/parsehub-vs-scrapy-comparison-which-alternative-is-better-for-web-scraping/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:27	9343/9343	---MCZ	200	added ('OK')	text/html	etag:W/%22247f-vxKr9bM86go6QXrENNsLeA%22	https://www.parsehub.com/blog/tag/schedule/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/schedule/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:28	9479/9479	---MCZ	200	added ('OK')	text/html	etag:W/%222507-pvGdZ3pUdyrMhroaBy5GsQ%22	https://www.parsehub.com/blog/author/greg-dingle/	D:/Work/Stella/temp/2/www.parsehub.com/blog/author/greg-dingle/index.html	(from https://www.parsehub.com/blog/page/2/)
05:19:28	14443/14443	---MCZ	200	added ('OK')	text/html	etag:W/%22386b-/bCTReQy5uKNSuL6Ab4+xQ%22	https://www.parsehub.com/blog/tag/how-to-guides/page/2/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/how-to-guides/page/2/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:30	9811/9811	---MCZ	200	added ('OK')	text/html	etag:W/%222653-BmSbxcAFllsq06J4Cj9O0Q%22	https://www.parsehub.com/blog/tag/store-locator/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/store-locator/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:30	28079/28079	---MCZ	200	added ('OK')	text/html	etag:W/%226daf-lIafkBdfvmTZQuCIzaTilw%22	https://www.parsehub.com/blog/how-to-get-the-locations-of-retail-stores-with-web-scraping/	D:/Work/Stella/temp/2/www.parsehub.com/blog/how-to-get-the-locations-of-retail-stores-with-web-scraping/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:31	9741/9741	---MCZ	200	added ('OK')	text/html	etag:W/%22260d-Goqkr35dhK+iqMEtiF3mrw%22	https://www.parsehub.com/blog/tag/costco/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/costco/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:31	9801/9801	---MCZ	200	added ('OK')	text/html	etag:W/%222649-5HH5jvl11+ENf/966HA4+Q%22	https://www.parsehub.com/blog/tag/extract-data/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/extract-data/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:31	483038/483038	---M--	200	added ('OK')	image/png	etag:W/%2275ede-16688826d48%22	https://www.parsehub.com/blog/content/images/2018/10/weedgraph-4.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/weedgraph-4.png	(from https://www.parsehub.com/blog/the-conversation-about-legalization/)
05:19:31	1009941/1009941	---M--	200	added ('OK')	image/png	etag:W/%22f6915-16688834038%22	https://www.parsehub.com/blog/content/images/2018/10/profile-pic.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/10/profile-pic.png	(from https://www.parsehub.com/blog/getting-started-in-cryptocurrency-investing/)
05:19:31	54800/54800	---M--	200	added ('OK')	image/png	etag:W/%22d610-16437d636d8%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_16-27-45.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_16-27-45.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:32	11110/11110	---MCZ	200	added ('OK')	text/html	etag:W/%222b66-t2sYmHboNlkGhI5qjOcgfw%22	https://www.parsehub.com/blog/tag/tableau/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/tableau/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:32	16302/16302	---MCZ	200	added ('OK')	text/html	etag:W/%223fae-rzMUzWq412TByqQ9XBlFIA%22	https://www.parsehub.com/blog/tag/data-science/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/data-science/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:32	139028/139028	---M--	200	added ('OK')	image/png	etag:W/%2221f14-16437d690b0%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_16-28-46.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_16-28-46.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:32	10737/10737	---MCZ	200	added ('OK')	text/html	etag:W/%2229f1-eSWlDpQ4famVyYSKQwbvDw%22	https://www.parsehub.com/blog/tag/parsehub/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/parsehub/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:32	199899/199899	---M--	200	added ('OK')	image/png	etag:W/%2230cdb-16437d6d700%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_16-51-44.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_16-51-44.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:33	154315/154315	---M--	200	added ('OK')	image/png	etag:W/%2225acb-16437d7a220%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-10-07.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-10-07.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:33	414863/414863	---M--	200	added ('OK')	image/png	etag:W/%226548f-16437d72908%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-05-03.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-05-03.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:33	403387/403387	---M--	200	added ('OK')	image/png	etag:W/%22627bb-16437d76f58%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-06-44.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-06-44.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:33	9726/9726	---MCZ	200	added ('OK')	text/html	etag:W/%2225fe-c8pV7C2PWo8nVzhrwDUQTA%22	https://www.parsehub.com/blog/tag/data-in-tables/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/data-in-tables/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:33	162186/162186	---M--	200	added ('OK')	image/png	etag:W/%222798a-16437d88898%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-16-19.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-16-19.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:33	9776/9776	---MCZ	200	added ('OK')	text/html	etag:W/%222630-XMNuEBcW5dYR1w2ohsLN+g%22	https://www.parsehub.com/blog/tag/currency-conversion/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/currency-conversion/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:34	78183/78183	---M--	200	added ('OK')	image/png	etag:W/%2213167-16437d8f210%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-18-57.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-18-57.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:34	1931/1931	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2278b-GcfyHUb9Ej14QEXalX6OGA%22	https://www.parsehub.com/blog/content/images/2018/05/cow.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/05/cow.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:35	11507/11507	---MCZ	200	added ('OK')	text/html	etag:W/%222cf3-dQE2VvD1pCsKCxSymxFUnQ%22	https://www.parsehub.com/blog/tag/opinion-mining/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/opinion-mining/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:35	13288/13288	---MCZ	200	added ('OK')	text/html	etag:W/%2233e8-pHNaiXm5yDZ3pC1cbwUTNQ%22	https://www.parsehub.com/blog/tag/sentiment-analysis/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/sentiment-analysis/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:35	151121/151121	---M--	200	added ('OK')	image/png	etag:W/%2224e51-16437d7ffe0%22	https://www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-11-00.png	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/06/2018-06-22_17-11-00.png	(from https://www.parsehub.com/blog/using-parsehub-to-compare-sneaker-prices/)
05:19:35	28893/28893	---MCZ	200	added ('OK')	text/html	etag:W/%2270dd-HW7XNFKTcqDSLss6cbcY9g%22	https://www.parsehub.com/blog/mining-tweets-for-sentiment-analysis-part-2/	D:/Work/Stella/temp/2/www.parsehub.com/blog/mining-tweets-for-sentiment-analysis-part-2/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:36	10087/10087	---MCZ	200	added ('OK')	text/html	etag:W/%222767-15UsvBOPA6Q94txKgJGGAA%22	https://www.parsehub.com/blog/tag/presidential-race/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/presidential-race/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:36	11835/11835	---MCZ	200	added ('OK')	text/html	etag:W/%222e3b-PujdjMnDMV9tc76mcVJ+eA%22	https://www.parsehub.com/blog/tag/hillary-clinton/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/hillary-clinton/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:36	11805/11805	---MCZ	200	added ('OK')	text/html	etag:W/%222e1d-Gy5l5xNs2LjJBb7j9sIflA%22	https://www.parsehub.com/blog/tag/donald-trump/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/donald-trump/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:36	11825/11825	---MCZ	200	added ('OK')	text/html	etag:W/%222e31-NGGMmJA38wUvV7kOXBuIrw%22	https://www.parsehub.com/blog/tag/bernie-sanders/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/bernie-sanders/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:36	13178/13178	---MCZ	200	added ('OK')	text/html	etag:W/%22337a-W8ZqtLFVGzDy5vsqFjQZ1Q%22	https://www.parsehub.com/blog/tag/twitter/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/twitter/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
05:19:36	1931/1931	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2278b-GcfyHUb9Ej14QEXalX6OGA%22	https://www.parsehub.com/blog/content/images/2018/05/FreelanceWebScraping.jpg	D:/Work/Stella/temp/2/www.parsehub.com/blog/content/images/2018/05/FreelanceWebScraping.jpg	(from https://www.parsehub.com/blog/how-to-lose-your-self-esteem-in-5-easy-steps-the-story-of-a-woman-in-tech/)
05:19:37	11825/11825	---MCZ	200	added ('OK')	text/html	etag:W/%222e31-bYE5zBsuuNn2dg0zJUBdpg%22	https://www.parsehub.com/blog/tag/media-coverage/	D:/Work/Stella/temp/2/www.parsehub.com/blog/tag/media-coverage/index.html	(from https://www.parsehub.com/blog/tag/how-to-guides/)
